"program","target_header","stage_name","data_element_name","source_value","dhis2_value","transform","notes","org_unit","source_concept_name","source_concept_uuid"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: CRT","Progress care form for Referral Hospitals","CRT","Yes","Yes","","","","CRT","a22de28a-51ce-4c79-8fc7-453fbfb831bc"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: CUS(Cranial U/S)","Progress care form for Referral Hospitals","CUS(Cranial U/S)","No","No","","","","CUS(Cranial U/S)","8944ccbf-a9ca-445b-a9bb-40c58e033336"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: CUS(Cranial U/S)","Progress care form for Referral Hospitals","CUS(Cranial U/S)","Yes","Yes","","","","CUS(Cranial U/S)","8944ccbf-a9ca-445b-a9bb-40c58e033336"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: Iron supplement","Progress care form for Referral Hospitals","Iron supplement","No","No","","","","Iron supplement","ae2d2f9c-9eb0-4a5b-b4be-43f37b0fc739"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: Iron supplement","Progress care form for Referral Hospitals","Iron supplement","Yes","Yes","","","","Iron supplement","ae2d2f9c-9eb0-4a5b-b4be-43f37b0fc739"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: IV  Line Present","Progress care form for Referral Hospitals","IV  Line Present","No","No","","","","IV  Line Present","3def193c-ea6c-4b9a-ac76-0503fda1c3cd"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: IV  Line Present","Progress care form for Referral Hospitals","IV  Line Present","Yes","Yes","","","","IV  Line Present","3def193c-ea6c-4b9a-ac76-0503fda1c3cd"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: NPO/Open drainage","Progress care form for Referral Hospitals","NPO/Open drainage","No","No","","","","NPO/Open drainage","762280b8-74c9-4adc-ada4-7c2d58f4592a"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: NPO/Open drainage","Progress care form for Referral Hospitals","NPO/Open drainage","Yes","Yes","","","","NPO/Open drainage","762280b8-74c9-4adc-ada4-7c2d58f4592a"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: TSB/D   or TCB","Progress care form for Referral Hospitals","TSB/D   or TCB","TCB","TCB","","","","TSB/D   or TCB","13f7ae4c-b07f-42c7-9fea-047a2fc65734"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: TSB/D   or TCB","Progress care form for Referral Hospitals","TSB/D   or TCB","TSB/D","TSB/D","","","","TSB/D   or TCB","13f7ae4c-b07f-42c7-9fea-047a2fc65734"
