"program","target_header","stage_name","data_element_name","source_value","dhis2_value","transform","notes","org_unit","source_concept_name","source_concept_uuid"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers educational status","NICU Admission Careform","Mothers educational status","Primary Education (1-8)","Primary Education (1-8)","","","","Mother's educational status","018a4f22-2644-4b1c-95d8-829b51468a2a"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers educational status","NICU Admission Careform","Mothers educational status","Secondary Education (9-12)","Secondary Education (9-12)","","","","Mother's educational status","018a4f22-2644-4b1c-95d8-829b51468a2a"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers educational status","NICU Admission Careform","Mothers educational status","Unable to read and write","Unable to read and write","","","","Mother's educational status","018a4f22-2644-4b1c-95d8-829b51468a2a"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers occupation","NICU Admission Careform","Mothers occupation","Daily Labour","Daily labour","","","","Mother's occupation","1923f2cc-e539-4704-847f-9809a57f2c91"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers occupation","NICU Admission Careform","Mothers occupation","Farmer","Farmer","","","","Mother's occupation","1923f2cc-e539-4704-847f-9809a57f2c91"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers occupation","NICU Admission Careform","Mothers occupation","Government Employee","Government Employee","","","","Mother's occupation","1923f2cc-e539-4704-847f-9809a57f2c91"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers occupation","NICU Admission Careform","Mothers occupation","Housewife","Housewife","","","","Mother's occupation","1923f2cc-e539-4704-847f-9809a57f2c91"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers occupation","NICU Admission Careform","Mothers occupation","NGO employed","NGO employed","","","","Mother's occupation","1923f2cc-e539-4704-847f-9809a57f2c91"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers occupation","NICU Admission Careform","Mothers occupation","Private company employee","Private company employee","","","","Mother's occupation","1923f2cc-e539-4704-847f-9809a57f2c91"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers occupation","NICU Admission Careform","Mothers occupation","Self Employed","Self Employed","","","","Mother's occupation","1923f2cc-e539-4704-847f-9809a57f2c91"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers religion n","NICU Admission Careform","Mothers religion n","Catholic","Catholic","","","","Mother's Religion","b9d7f281-7d38-48a2-a042-3ed9985a1c98"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers religion n","NICU Admission Careform","Mothers religion n","Muslim","Muslim","","","","Mother's Religion","b9d7f281-7d38-48a2-a042-3ed9985a1c98"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers religion n","NICU Admission Careform","Mothers religion n","Orthodox","Orthodox","","","","Mother's Religion","b9d7f281-7d38-48a2-a042-3ed9985a1c98"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers religion n","NICU Admission Careform","Mothers religion n","Other","Other","","","","Mother's Religion","b9d7f281-7d38-48a2-a042-3ed9985a1c98"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Mothers religion n","NICU Admission Careform","Mothers religion n","Protestant","Protestant","","","","Mother's Religion","b9d7f281-7d38-48a2-a042-3ed9985a1c98"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: on HAART","NICU Admission Careform","on HAART","No","No","","","","on HAART","68e5b3da-bca5-4d09-8a18-1a80b13c0022"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: on HAART","NICU Admission Careform","on HAART","Yes","Yes","","","","on HAART","68e5b3da-bca5-4d09-8a18-1a80b13c0022"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Place of ANC follow up","NICU Admission Careform","Place of ANC follow up","General hospital","General hospital","","","","Place of ANC follow up","6d7ebfa3-b659-43d9-b4c4-80e827c710b0"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Place of ANC follow up","NICU Admission Careform","Place of ANC follow up","Health Center","Health Center","","","","Place of ANC follow up","6d7ebfa3-b659-43d9-b4c4-80e827c710b0"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Place of ANC follow up","NICU Admission Careform","Place of ANC follow up","Health Post","Health Post","","","","Place of ANC follow up","6d7ebfa3-b659-43d9-b4c4-80e827c710b0"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Place of ANC follow up","NICU Admission Careform","Place of ANC follow up","Primary Hospital","Primary Hospital","","","","Place of ANC follow up","6d7ebfa3-b659-43d9-b4c4-80e827c710b0"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Place of ANC follow up","NICU Admission Careform","Place of ANC follow up","Private hospital","Private hospital","","","","Place of ANC follow up","6d7ebfa3-b659-43d9-b4c4-80e827c710b0"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Place of ANC follow up","NICU Admission Careform","Place of ANC follow up","Referral Hospital","Referral Hospital","","","","Place of ANC follow up","6d7ebfa3-b659-43d9-b4c4-80e827c710b0"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Place of delivery","NICU Admission Careform","Place of delivery","Inborn","Inborn","","","","Place of delivery","47ed39f1-43ef-4f03-a8a7-77fb3ed21794"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Place of delivery","NICU Admission Careform","Place of delivery","Outborn","Outborn","","","","Place of delivery","47ed39f1-43ef-4f03-a8a7-77fb3ed21794"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Placed skin to skin at birth","NICU Admission Careform","Placed skin to skin at birth","No","No","","","","Placed skin-to-skin at birth","c6686ef2-21d7-4a92-bca1-960099f4c286"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Placed skin to skin at birth","NICU Admission Careform","Placed skin to skin at birth","Unknown","Unknown","","","","Placed skin-to-skin at birth","c6686ef2-21d7-4a92-bca1-960099f4c286"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Placed skin to skin at birth","NICU Admission Careform","Placed skin to skin at birth","Yes","Yes","","","","Placed skin-to-skin at birth","c6686ef2-21d7-4a92-bca1-960099f4c286"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Received delayed cord clamping","NICU Admission Careform","Received delayed cord clamping","No","No","","","","Received delayed cord clamping","2bd57853-669e-4746-88fa-c59f360fbc3c"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Received delayed cord clamping","NICU Admission Careform","Received delayed cord clamping","Unknown","Unknown","","","","Received delayed cord clamping","2bd57853-669e-4746-88fa-c59f360fbc3c"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Received delayed cord clamping","NICU Admission Careform","Received delayed cord clamping","Yes","Yes","","","","Received delayed cord clamping","2bd57853-669e-4746-88fa-c59f360fbc3c"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Resuscitation  in delivery room","NICU Admission Careform","Resuscitation  in delivery room","No","No","","","","Resuscitation in delivery room","1dd60690-98b0-4721-a2e3-1e757f247e79"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Resuscitation  in delivery room","NICU Admission Careform","Resuscitation  in delivery room","Unknown","Unknown","","","","Resuscitation in delivery room","1dd60690-98b0-4721-a2e3-1e757f247e79"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Resuscitation  in delivery room","NICU Admission Careform","Resuscitation  in delivery room","Yes","Yes","","","","Resuscitation in delivery room","1dd60690-98b0-4721-a2e3-1e757f247e79"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Significant events during current or previous pregnancy","NICU Admission Careform","Significant events during current or previous pregnancy","Amniotic fluid abnormalities","Amniotic fluid abnormalities","","","","Significant events during current or previous pregnancy:","5c05edf9-7fab-4bb2-95d0-71d04569e7fa"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Significant events during current or previous pregnancy","NICU Admission Careform","Significant events during current or previous pregnancy","APH","APH","","","","Significant events during current or previous pregnancy:","5c05edf9-7fab-4bb2-95d0-71d04569e7fa"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Significant events during current or previous pregnancy","NICU Admission Careform","Significant events during current or previous pregnancy","GDM","GDM","","","","Significant events during current or previous pregnancy:","5c05edf9-7fab-4bb2-95d0-71d04569e7fa"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Significant events during current or previous pregnancy","NICU Admission Careform","Significant events during current or previous pregnancy","HDP","HDP","","","","Significant events during current or previous pregnancy:","5c05edf9-7fab-4bb2-95d0-71d04569e7fa"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Significant events during current or previous pregnancy","NICU Admission Careform","Significant events during current or previous pregnancy","None","None","","","","Significant events during current or previous pregnancy:","5c05edf9-7fab-4bb2-95d0-71d04569e7fa"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Significant events during current or previous pregnancy","NICU Admission Careform","Significant events during current or previous pregnancy","Others (specify)","Others (specify)","","","","Significant events during current or previous pregnancy:","5c05edf9-7fab-4bb2-95d0-71d04569e7fa"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Significant events during current or previous pregnancy","NICU Admission Careform","Significant events during current or previous pregnancy","PROM","PROM","","","","Significant events during current or previous pregnancy:","5c05edf9-7fab-4bb2-95d0-71d04569e7fa"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Transferred to NICU with","NICU Admission Careform","Transferred to NICU with","Atmospheric air","Atmospheric air","","","","Transferred to NICU with","84fb5426-f123-4e32-99f9-9013ac864f82"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Transferred to NICU with","NICU Admission Careform","Transferred to NICU with","CPAP","CPAP","","","","Transferred to NICU with","84fb5426-f123-4e32-99f9-9013ac864f82"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Transferred to NICU with","NICU Admission Careform","Transferred to NICU with","Intranasal low flow O2","Intranasal low flow O2","","","","Transferred to NICU with","84fb5426-f123-4e32-99f9-9013ac864f82"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Transferred to NICU with","NICU Admission Careform","Transferred to NICU with","Plastic wrap","Plastic wrap","","","","Transferred to NICU with","84fb5426-f123-4e32-99f9-9013ac864f82"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: Transferred to NICU with","NICU Admission Careform","Transferred to NICU with","STS care","STS care","","","","Transferred to NICU with","84fb5426-f123-4e32-99f9-9013ac864f82"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: TT Vaccine n","NICU Admission Careform","TT Vaccine n","No","No","","","","TT Vaccine","0b17ce1c-763f-47a2-9f20-b1c59023f6d7"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: TT Vaccine n","NICU Admission Careform","TT Vaccine n","Yes","Yes","","","","TT Vaccine","0b17ce1c-763f-47a2-9f20-b1c59023f6d7"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: TTC eye ointment","NICU Admission Careform","TTC eye ointment","No","No","","","","TTC eye ointment","ff17529c-fbd7-4533-a7f8-ae993b3328bf"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: TTC eye ointment","NICU Admission Careform","TTC eye ointment","Unknown","Unknown","","","","TTC eye ointment","ff17529c-fbd7-4533-a7f8-ae993b3328bf"
"Neonatal Care Form/QYJKpoUeg9F","NICU Admission Careform :: TTC eye ointment","NICU Admission Careform","TTC eye ointment","Yes","Yes","","","","TTC eye ointment","ff17529c-fbd7-4533-a7f8-ae993b3328bf"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Air entry","NICU Progress Care Form","Air entry","Absent","Absent","","","","Air entry","0c9c4065-9831-4fd0-a909-0af76056dba2"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Air entry","NICU Progress Care Form","Air entry","Decreased","Decreased","","","","Air entry","0c9c4065-9831-4fd0-a909-0af76056dba2"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Air entry","NICU Progress Care Form","Air entry","Good","Good","","","","Air entry","0c9c4065-9831-4fd0-a909-0af76056dba2"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Assessment","NICU Progress Care Form","Assessment","Deteriorating","Deteriorating","","","","Assessment","13f82aece2cd4e3bbb950140e6cbffce"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Assessment","NICU Progress Care Form","Assessment","Improving","Improving","","","","Assessment","13f82aece2cd4e3bbb950140e6cbffce"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Assessment","NICU Progress Care Form","Assessment","The same","The same","","","","Assessment","13f82aece2cd4e3bbb950140e6cbffce"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: bowl sound","NICU Progress Care Form","bowl sound","Absent","Absent","","","","bowl sound","7c350dd7-4d1c-4082-a23b-343999e723cb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: bowl sound","NICU Progress Care Form","bowl sound","Active","Active","","","","bowl sound","7c350dd7-4d1c-4082-a23b-343999e723cb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: bowl sound","NICU Progress Care Form","bowl sound","Decreased","Decreased","","","","bowl sound","7c350dd7-4d1c-4082-a23b-343999e723cb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: capillary refill","NICU Progress Care Form","capillary refill","delayed","delayed","","","","capillary refill","15b3fdc0-b096-46a1-bc70-fbcc1f497e31"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: capillary refill","NICU Progress Care Form","capillary refill","fast","fast","","","","capillary refill","15b3fdc0-b096-46a1-bc70-fbcc1f497e31"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Color of Vomiting","NICU Progress Care Form","Color of Vomiting","billous","billous","","","","Color of Vomiting","a6ba558d-a822-40e5-aaab-0793ca220561"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Color of Vomiting","NICU Progress Care Form","Color of Vomiting","Bloody","bloody","","","","Color of Vomiting","a6ba558d-a822-40e5-aaab-0793ca220561"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Color of Vomiting","NICU Progress Care Form","Color of Vomiting","Ingested matter","Ingested matter","","","","Color of Vomiting","a6ba558d-a822-40e5-aaab-0793ca220561"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Culture done","NICU Progress Care Form","Culture done","No","No","","","","Culture done?","5031122a-5b55-4ae2-9a2a-b3aa1d553c99"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Culture done","NICU Progress Care Form","Culture done","Yes","Yes","","","","Culture done?","5031122a-5b55-4ae2-9a2a-b3aa1d553c99"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: distention","NICU Progress Care Form","distention","No","No","","","","distention","45c2a843-6b06-4a30-b3bb-16d66f8e3da8"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: distention","NICU Progress Care Form","distention","Yes","Yes","","","","distention","45c2a843-6b06-4a30-b3bb-16d66f8e3da8"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Echo","NICU Progress Care Form","Echo","No","No","","","","Echo","7c088a54-2da3-464e-9982-a1d8dd6f886c"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Echo","NICU Progress Care Form","Echo","Yes","Yes","","","","Echo","7c088a54-2da3-464e-9982-a1d8dd6f886c"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: General appearance","NICU Progress Care Form","General appearance","ASL","ASL","","","","General appearance","0ff9ec67-371f-4866-ba3c-2a0884266a72"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: General appearance","NICU Progress Care Form","General appearance","CSL","CSL","","","","General appearance","0ff9ec67-371f-4866-ba3c-2a0884266a72"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: General appearance","NICU Progress Care Form","General appearance","Well looking","Well looking","","","","General appearance","0ff9ec67-371f-4866-ba3c-2a0884266a72"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Heart sound","NICU Progress Care Form","Heart sound","Gallop","Gallop","","","","Heart sound","63996977-1f71-4451-9ecc-da50c7da902f"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Heart sound","NICU Progress Care Form","Heart sound","MurMur","MurMur","","","","Heart sound","63996977-1f71-4451-9ecc-da50c7da902f"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Heart sound","NICU Progress Care Form","Heart sound","S1,S2 well heard","S1,S2 well heard","","","","Heart sound","63996977-1f71-4451-9ecc-da50c7da902f"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: IVF received","NICU Progress Care Form","IVF received","No","No","","","","IVF received?","5489eaa6-dde4-4551-a5fc-4041cc868160"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: IVF received","NICU Progress Care Form","IVF received","Yes","Yes","","","","IVF received?","5489eaa6-dde4-4551-a5fc-4041cc868160"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Jaundice","NICU Progress Care Form","Jaundice","No","No","","","","Jaundice","00296085-fb34-4def-a73e-b71ec1023c3a"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Jaundice","NICU Progress Care Form","Jaundice","Yes","Yes","","","","Jaundice","00296085-fb34-4def-a73e-b71ec1023c3a"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Level of jaundice","NICU Progress Care Form","Level of jaundice","Amblicus","Amblicus","","","","Level of jaundice","685d8661-a3ad-423b-a908-5e7a0e725113"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Level of jaundice","NICU Progress Care Form","Level of jaundice","Chest","Chest","","","","Level of jaundice","685d8661-a3ad-423b-a908-5e7a0e725113"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Level of jaundice","NICU Progress Care Form","Level of jaundice","Face only","Face only","","","","Level of jaundice","685d8661-a3ad-423b-a908-5e7a0e725113"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Level of jaundice","NICU Progress Care Form","Level of jaundice","Foot","Foot","","","","Level of jaundice","685d8661-a3ad-423b-a908-5e7a0e725113"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Level of jaundice","NICU Progress Care Form","Level of jaundice","Tigh","Tigh","","","","Level of jaundice","685d8661-a3ad-423b-a908-5e7a0e725113"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Mental status","NICU Progress Care Form","Mental status","alert","alert","","","","Mental status","8b7ac352-9425-4f6b-80f4-84700e547c09"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Mental status","NICU Progress Care Form","Mental status","Coma","coma","","","","Mental status","8b7ac352-9425-4f6b-80f4-84700e547c09"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Mental status","NICU Progress Care Form","Mental status","sleepy","sleepy","","","","Mental status","8b7ac352-9425-4f6b-80f4-84700e547c09"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Mental status","NICU Progress Care Form","Mental status","stupor","stupor","","","","Mental status","8b7ac352-9425-4f6b-80f4-84700e547c09"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Organomegaly","NICU Progress Care Form","Organomegaly","No","No","","","","Organomegaly","c98ba785-6110-4e0c-9c64-81a65b6ecb19"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Organomegaly","NICU Progress Care Form","Organomegaly","Yes","Yes","","","","Organomegaly","c98ba785-6110-4e0c-9c64-81a65b6ecb19"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Grasp","NICU Progress Care Form","primitive reflex: Grasp","Absent","Absent","","","","primitive reflex: Grasp","a60a5890-06d6-424f-9dd9-3c431e34a714"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Grasp","NICU Progress Care Form","primitive reflex: Grasp","Strong","Strong","","","","primitive reflex: Grasp","a60a5890-06d6-424f-9dd9-3c431e34a714"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Grasp","NICU Progress Care Form","primitive reflex: Grasp","Weak","Weak","","","","primitive reflex: Grasp","a60a5890-06d6-424f-9dd9-3c431e34a714"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Moro","NICU Progress Care Form","primitive reflex: Moro","Absent","Absent","","","","primitive reflex: Moro","9c4b704c-fd53-4eaf-8b11-bc8e06a4c5cb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Moro","NICU Progress Care Form","primitive reflex: Moro","Complete","Complete","","","","primitive reflex: Moro","9c4b704c-fd53-4eaf-8b11-bc8e06a4c5cb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Moro","NICU Progress Care Form","primitive reflex: Moro","Exaggerated","exaggerated","","","","primitive reflex: Moro","9c4b704c-fd53-4eaf-8b11-bc8e06a4c5cb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Moro","NICU Progress Care Form","primitive reflex: Moro","Incomplete","Incomplete","","","","primitive reflex: Moro","9c4b704c-fd53-4eaf-8b11-bc8e06a4c5cb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Suckling","NICU Progress Care Form","primitive reflex: Suckling","Absent","absent","","","","primitive reflex: Suckling","334551ab-9019-4456-9fd1-7c5e964e23bb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Suckling","NICU Progress Care Form","primitive reflex: Suckling","Sustained","sustained","","","","primitive reflex: Suckling","334551ab-9019-4456-9fd1-7c5e964e23bb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: primitive reflex: Suckling","NICU Progress Care Form","primitive reflex: Suckling","Unsustained","unsustained","","","","primitive reflex: Suckling","334551ab-9019-4456-9fd1-7c5e964e23bb"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Sign of respiratory distress","NICU Progress Care Form","Sign of respiratory distress","Chest indrawing","Chest indrawing","","","","Sign of respiratory distress","03578473-4793-48b5-877a-0af59fdd9cf3"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Sign of respiratory distress","NICU Progress Care Form","Sign of respiratory distress","IC/SC retraction","IC/SC retraction","","","","Sign of respiratory distress","03578473-4793-48b5-877a-0af59fdd9cf3"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Sign of respiratory distress","NICU Progress Care Form","Sign of respiratory distress","Nasal flaring","Nasal flaring","","","","Sign of respiratory distress","03578473-4793-48b5-877a-0af59fdd9cf3"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Stool","NICU Progress Care Form","Stool","Not pass","not pass","","","","Stool","c71364f5-e0a7-452b-b8d8-7242658e76ea"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Stool","NICU Progress Care Form","Stool","Pass","pass","","","","Stool","c71364f5-e0a7-452b-b8d8-7242658e76ea"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of feeding","NICU Progress Care Form","Type of feeding","Exclusive Breast milk","Exclusive Breast milk","","","","Type of feeding","5002efb7-3ee0-4587-954b-f51166e01fba"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of feeding","NICU Progress Care Form","Type of feeding","Formula","Formula","","","","Type of feeding","5002efb7-3ee0-4587-954b-f51166e01fba"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of feeding","NICU Progress Care Form","Type of feeding","Maintenance fluid","Maintenance fluid","","","","Type of feeding","5002efb7-3ee0-4587-954b-f51166e01fba"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of feeding","NICU Progress Care Form","Type of feeding","NPO","NPO","","","","Type of feeding","5002efb7-3ee0-4587-954b-f51166e01fba"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of feeding","NICU Progress Care Form","Type of feeding","Open drainage","Open drainage","","","","Type of feeding","5002efb7-3ee0-4587-954b-f51166e01fba"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of feeding","NICU Progress Care Form","Type of feeding","Trophic","Trophic","","","","Type of feeding","5002efb7-3ee0-4587-954b-f51166e01fba"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of respiratory support","NICU Progress Care Form","Type of respiratory support","CPAP","CPAP","","","","Type of respiratory support","20dc13d9-81d3-49ba-8326-f142faa59cb9"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of respiratory support","NICU Progress Care Form","Type of respiratory support","Head Hood","Head Hood","","","","Type of respiratory support","20dc13d9-81d3-49ba-8326-f142faa59cb9"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of respiratory support","NICU Progress Care Form","Type of respiratory support","INO2","INO2","","","","Type of respiratory support","20dc13d9-81d3-49ba-8326-f142faa59cb9"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of respiratory support","NICU Progress Care Form","Type of respiratory support","MV","MV","","","","Type of respiratory support","20dc13d9-81d3-49ba-8326-f142faa59cb9"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Type of respiratory support","NICU Progress Care Form","Type of respiratory support","None","None","","","","Type of respiratory support","20dc13d9-81d3-49ba-8326-f142faa59cb9"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Vomiting","NICU Progress Care Form","Vomiting","No","No","","","","Vomiting","9043f105-b232-4bd8-9629-c69c34a7e6bc"
"Neonatal Care Form/QYJKpoUeg9F","NICU Progress Care Form :: Vomiting","NICU Progress Care Form","Vomiting","Yes","Yes","","","","Vomiting","9043f105-b232-4bd8-9629-c69c34a7e6bc"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: Convulsion Apnea","Progress care form for Referral Hospitals","Convulsion Apnea","No","No","","","","Convulsion Apnea","11ab0648-048e-49e3-a090-8742831306db"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: Convulsion Apnea","Progress care form for Referral Hospitals","Convulsion Apnea","Yes","Yes","","","","Convulsion Apnea","11ab0648-048e-49e3-a090-8742831306db"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: CPAP, LFNC, IPPV, HFOV","Progress care form for Referral Hospitals","CPAP, LFNC, IPPV, HFOV","No","No","","","","CPAP, LFNC, IPPV, HFOV","43a9a4d9-7424-478d-aecc-97b5edb6b019"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: CPAP, LFNC, IPPV, HFOV","Progress care form for Referral Hospitals","CPAP, LFNC, IPPV, HFOV","Yes","Yes","","","","CPAP, LFNC, IPPV, HFOV","43a9a4d9-7424-478d-aecc-97b5edb6b019"
"Neonatal Care Form/QYJKpoUeg9F","Progress care form for Referral Hospitals :: CRT","Progress care form for Referral Hospitals","CRT","No","No","","","","CRT","a22de28a-51ce-4c79-8fc7-453fbfb831bc"
